,protein,mean_orig,mean_ko,diff,p_value
349,DIS3L2,0.066033356,-0.3702771,-0.43631047,5.110978764121129e-06
350,DDX55,0.097380534,-0.33872426,-0.43610477,2.119192507198247e-06
351,ATXN7L3B,0.055588722,-0.37965024,-0.43523896,2.916274104914491e-06
352,POLE3,0.03982077,-0.39492157,-0.43474233,2.6991273451517444e-06
353,NDUFS7,0.04345609,-0.39110386,-0.43455994,3.4990705009001227e-07
354,HADH,-0.01559329,-0.44909403,-0.43350074,7.772240011690169e-06
355,UHRF1,-0.09234589,-0.5257662,-0.4334203,3.2191980451326056e-06
356,ESRRA,-0.018796725,-0.45196748,-0.43317077,3.511985785570791e-06
357,NCOR1,-0.03411798,-0.4672159,-0.4330979,1.0091880181207506e-06
358,SNRPD2,-0.06623045,-0.49925348,-0.43302304,5.934212044288681e-07
359,MRGPRG-AS1,-0.025418777,-0.45827225,-0.43285346,1.0283077006532718e-07
360,EFNB1,-0.008311678,-0.44111714,-0.43280545,5.514204086395975e-06
361,CAB39,-0.0035318874,-0.43622708,-0.4326952,1.2623400644563289e-06
362,RANBP6,0.041222773,-0.3904289,-0.43165168,3.309737085701734e-07
363,WDR5,-0.044478044,-0.47608703,-0.43160897,7.200473080181227e-07
364,CPT2,-0.003914635,-0.4350876,-0.43117297,6.982615417491163e-06
365,NOVA1,0.11060254,-0.3205252,-0.43112773,1.5639144233662896e-05
366,PHC1,-0.013134635,-0.4441614,-0.43102676,1.9559094001907726e-06
367,RBM6,-0.11563126,-0.54650706,-0.4308758,2.8208207839175136e-06
368,KCNIP3,0.14837086,-0.2822778,-0.43064865,2.594059175205369e-06
369,ARID5B,-0.054021213,-0.48419514,-0.43017393,4.736958234889774e-07
370,CDH2,0.1197328,-0.3101571,-0.4298899,1.6948385743059521e-06
371,NT5C,0.05426413,-0.37536514,-0.42962927,1.6294846726961191e-06
372,ZNF706,-0.037040185,-0.4663425,-0.42930233,2.6616184058082814e-06
373,FOXP1,0.024998933,-0.40417084,-0.42916977,8.683760461774307e-07
374,KIF22,-0.05604275,-0.4849503,-0.42890754,4.203017442846251e-06
375,PDK3,-0.02598508,-0.45451966,-0.42853457,9.169242992601032e-07
376,ZMYM4,-0.061188575,-0.4896923,-0.42850372,4.539202104669816e-06
377,NCOA7,-0.06544366,-0.49385694,-0.42841327,2.3175260535410256e-06
378,IGDCC4,-0.06370111,-0.49195895,-0.42825782,7.059906848581459e-07
379,SEC24B,0.11700276,-0.31041846,-0.4274212,5.56350056654225e-07
380,ABI2,0.09541039,-0.33099595,-0.42640632,3.4986107039376725e-06
381,SNRNP40,-0.068289325,-0.49394402,-0.4256547,1.3809715230405112e-05
382,ZNF101,0.07092348,-0.3544231,-0.42534658,3.189580738608439e-06
383,MAD2L1,0.023856584,-0.40114838,-0.42500496,9.836577491694938e-07
384,B3GAT3,0.04362021,-0.38117626,-0.42479646,1.6859140359165392e-06
385,MAP4K4,0.037768085,-0.38641247,-0.42418057,8.553843137912059e-07
386,NAA25,0.08037408,-0.343028,-0.42340207,2.674093666722247e-06
387,MARS2,-0.069317706,-0.49246204,-0.42314434,1.6350430779914441e-06
388,TMEM11,0.10235791,-0.3204272,-0.4227851,1.0544036289420757e-07
389,CNTRL,0.069752246,-0.35289663,-0.42264888,2.3479927159693955e-06
390,BAP1,-0.013474683,-0.435371,-0.42189634,3.1388048785903197e-06
391,FPGS,0.10968525,-0.31200576,-0.421691,1.4250768389886892e-05
392,DCUN1D5,0.008053817,-0.41333252,-0.42138633,3.987204188725421e-06
393,HDAC2,-0.047559004,-0.46809992,-0.42054093,2.509586814360532e-07
394,ABHD17B,0.009616779,-0.4101724,-0.4197892,5.0200783891219624e-06
395,TIA1,-0.042568594,-0.46218565,-0.41961706,8.371751895810483e-07
396,RRN3,-0.1274269,-0.54639846,-0.41897154,2.129014436899643e-06
397,DOCK2,0.07238866,-0.3465014,-0.41889006,4.001334654292703e-06
398,NYAP1,0.0931701,-0.3256826,-0.41885272,2.602235575455769e-05
399,IREB2,-0.11368046,-0.53225416,-0.4185737,8.492724450333913e-08
400,DPM3,0.0106623825,-0.4077942,-0.41845658,7.895464462764849e-06
401,MAP2,-0.072177306,-0.48999903,-0.4178217,1.1854608847601048e-06
402,LAMA3,0.031025503,-0.3863919,-0.4174174,4.069614230131675e-06
403,SCAF11,0.030153828,-0.38645044,-0.41660428,7.148664822967917e-06
404,PTPRE,0.022601832,-0.3934038,-0.41600564,1.4818355481002005e-06
405,PNISR,-0.01756966,-0.4331688,-0.41559914,8.227845166396099e-07
406,FAM234A,0.11109411,-0.3044852,-0.41557932,9.089230592088857e-06
407,CEP44,0.076108634,-0.33917078,-0.41527942,3.4763242770411988e-06
408,ASF1B,-0.053924445,-0.46903664,-0.4151122,2.1388632818134626e-06
409,BMI1,0.019166933,-0.39587504,-0.41504198,2.550363100253253e-06
410,NUDT4,0.08128171,-0.3332417,-0.41452342,2.0357501196242567e-05
411,SETD2,-0.06258047,-0.47699675,-0.41441628,1.0320662310264158e-06
412,DDX39A,-0.07929741,-0.49331576,-0.41401833,1.9170961417089654e-06
413,PRPF6,-0.04014452,-0.45392075,-0.41377622,2.4156328325907837e-05
414,CRACR2B,-0.09886796,-0.5122388,-0.41337085,2.51178522719898e-06
415,QSOX2,0.08689368,-0.32607958,-0.41297325,1.6047336126656027e-06
416,C2CD2L,0.09429156,-0.3186034,-0.41289496,1.156664570951465e-06
417,NDUFS5,-0.018775692,-0.43135297,-0.41257727,2.5214763225297338e-06
418,LNPK,0.14323014,-0.26909512,-0.41232526,2.254697492392534e-06
419,LIG3,-0.071423516,-0.4832437,-0.41182017,3.962282074832325e-06
420,POU2F1,-0.026472988,-0.43827024,-0.41179726,1.1058304621736681e-05
421,DMAP1,-0.08171434,-0.4927554,-0.41104108,5.9191876353031185e-06
422,FNDC3A,0.03603362,-0.37451977,-0.4105534,1.010071812983628e-06
423,SLC25A20,-0.08211651,-0.49266908,-0.41055256,2.1715709575309127e-06
424,DDRGK1,0.14838938,-0.26068267,-0.40907204,1.2776496636951517e-05
425,PFKP,0.110956736,-0.29810733,-0.40906405,8.705635064827867e-05
426,LANCL1,0.098615825,-0.31023756,-0.40885338,4.928695863364928e-06
427,TSC22D1,0.0016851209,-0.40694895,-0.40863407,7.608776621027738e-06
428,FXR2,0.05697659,-0.35159642,-0.408573,5.344288104318384e-06
429,CPSF7,-0.061284352,-0.46956444,-0.40828007,7.056234838883338e-06
430,SRSF7,-0.10313653,-0.51115626,-0.40801972,2.373017812367026e-05
431,DHX9,-0.07412192,-0.4818125,-0.40769058,1.5316677377766644e-05
432,IQCA1,0.0063176136,-0.40127164,-0.40758926,1.1913012639246497e-06
433,FAM117B,0.08158415,-0.32565597,-0.40724012,5.095149264418049e-06
434,YES1,0.052682273,-0.35379967,-0.40648195,8.656055066419126e-07
435,ACTR8,-0.0072094183,-0.41272637,-0.40551695,2.2221106970731053e-06
436,DDX3X,0.062520035,-0.3428076,-0.40532762,1.2295700514876886e-05
437,CDK18,0.009898989,-0.3948047,-0.40470368,1.089123779452862e-05
438,HMBOX1,-0.055604823,-0.46002755,-0.40442273,9.114902821422266e-07
439,MCU,0.06260428,-0.3414595,-0.4040638,5.3825552249247645e-06
440,NUDT14,0.18190557,-0.22170544,-0.403611,3.180586019093872e-06
441,TOR2A,0.06661359,-0.33675155,-0.40336514,1.3076174083945452e-06
442,ZC3H7B,0.05332604,-0.35000572,-0.40333176,4.489819469167707e-05
443,FLG,0.05987134,-0.3434495,-0.40332085,1.4561167619620757e-05
444,EARS2,0.009607076,-0.39312485,-0.40273193,8.953932125256391e-07
445,KLC2,0.030549342,-0.37178776,-0.4023371,2.2256298293065815e-06
446,CHD4,-0.18872121,-0.5910015,-0.4022803,2.7220870579020437e-05
447,INTS13,-0.08512497,-0.4873231,-0.40219814,4.978037052259511e-05
448,JAG1,0.07812696,-0.32377762,-0.40190458,6.949658853160397e-06
449,MYO1G,0.0059592165,-0.39518175,-0.40114096,2.121992898773631e-06
450,MED1,0.05769192,-0.34291786,-0.4006098,1.138857281676522e-05
451,NDUFA6,0.07719363,-0.32332242,-0.40051603,3.497508755223923e-06
452,MADD,0.09136947,-0.30911288,-0.40048236,7.938886460764496e-06
453,SENP3,-0.023554668,-0.42277893,-0.39922428,3.789015694074607e-06
454,MGST1,0.028739756,-0.370244,-0.39898375,1.9422002341895498e-05
455,RPAIN,-0.005941739,-0.40489838,-0.39895663,3.2649673549130317e-06
456,SRSF6,0.0251521,-0.37345928,-0.39861137,2.593296302810061e-05
457,PTBP1,-0.008813548,-0.4069165,-0.39810294,8.861717379099504e-06
458,STRN4,0.04778576,-0.35020068,-0.39798644,2.697377288671879e-05
459,SF3B1,-0.044028748,-0.4418953,-0.39786655,1.9409137796678717e-05
460,PRMT6,0.004547662,-0.39299744,-0.3975451,1.8142565257739345e-05
461,NSL1,0.018417777,-0.37825736,-0.39667514,3.527865385461788e-06
462,DDHD2,0.15143675,-0.24507275,-0.3965095,4.214990596713736e-05
463,ATL1,-0.1321875,-0.5286725,-0.39648503,3.733215625239088e-06
464,PRPF8,-0.022052618,-0.41815323,-0.3961006,1.9069746861381042e-05
465,PHF14,0.051121067,-0.34483078,-0.39595184,2.52811091299745e-06
466,POLDIP2,0.060156178,-0.33557057,-0.39572674,1.1421528574784665e-05
467,ABCD3,0.16712978,-0.22806686,-0.39519665,3.0509492208015868e-06
468,TAB2,0.056715466,-0.33793426,-0.3946497,1.3984869421093752e-05
469,DDX5,-0.06401521,-0.45855606,-0.39454085,2.4805731208698768e-05
470,MYH1,0.13790135,-0.2563856,-0.39428693,1.7947350736214417e-05
471,CPM,0.08935485,-0.30489242,-0.39424726,1.6774472089147802e-05
472,AIF1L,0.01599099,-0.37765238,-0.39364338,5.569287471149142e-05
473,CSTA,-0.019835563,-0.4134785,-0.39364293,4.807281694562309e-06
474,PAXIP1,0.006434569,-0.38715163,-0.3935862,1.222491333414854e-05
475,PTPN11,0.019171493,-0.37381953,-0.39299104,5.256186729174157e-05
476,SRC,0.099727415,-0.2931416,-0.39286903,2.8246470400108965e-05
477,BCL7A,-0.0761499,-0.46897247,-0.39282256,3.4004398024469563e-06
478,CCNY,0.06435513,-0.32840344,-0.39275858,1.2290081535979919e-05
479,GPC6,0.12973249,-0.2628507,-0.3925832,5.57421968801758e-05
480,HOOK1,0.08945081,-0.3027778,-0.3922286,4.652581241688057e-05
481,MTA1,-0.029123578,-0.4210776,-0.39195403,7.724002526561857e-06
482,ID1,0.015217797,-0.37637377,-0.39159158,1.994912207255535e-05
483,GDPD1,-0.09288396,-0.48398107,-0.39109713,3.99546308193396e-06
484,UBA7,-0.008880008,-0.3996029,-0.39072287,2.7444037233326604e-05
485,SERINC1,0.0840418,-0.30665648,-0.39069828,4.265747757267121e-06
486,CSRP1,0.056254905,-0.33432618,-0.39058107,2.635963266478723e-05
487,MSRB2,0.21928005,-0.17101635,-0.3902964,2.46142148844509e-05
488,PLEKHG3,0.04447412,-0.34490976,-0.38938388,3.560262797406959e-05
489,SAP130,0.02528156,-0.36388513,-0.38916668,1.3897972302270792e-05
490,DTNA,-0.01147548,-0.40035048,-0.388875,1.46990878493708e-05
491,HP1BP3,-0.10682956,-0.49558952,-0.38875997,1.3720203791007392e-05
492,FNTB,-0.01907321,-0.40642974,-0.38735652,9.183793392894336e-06
493,ADO,-0.021893587,-0.40881553,-0.38692194,2.4530886018105164e-05
494,GTF2B,-0.013890207,-0.40031177,-0.38642156,1.7440724399451508e-05
495,ING5,-0.053357743,-0.43969908,-0.38634133,4.86480818434165e-06
496,GAR1,-0.06889591,-0.45519155,-0.38629565,9.997659349464872e-05
497,CENATAC,0.05981345,-0.32607463,-0.38588807,4.5871473550984865e-05
498,PDLIM3,0.091918096,-0.29389003,-0.3858081,1.5977879963295555e-05
499,MFAP1,-0.17348379,-0.5591453,-0.38566148,2.4444288038848678e-05
500,LAMTOR3,0.02907529,-0.35637105,-0.38544634,0.00010126283614639131
501,SLC9A3R2,0.14647247,-0.23889405,-0.3853665,2.3303896708739512e-05
502,RDH11,0.17847413,-0.20662719,-0.38510132,1.55415107360251e-05
503,CPSF1,0.011986212,-0.37302983,-0.38501605,1.864478203570717e-05
504,MAGI1,0.065402985,-0.31905916,-0.38446215,1.8797050156431393e-05
505,FASTKD2,0.05936718,-0.32509238,-0.38445956,1.1669036545037437e-05
506,PGM2L1,-0.006673124,-0.39089155,-0.38421842,5.908702223424587e-06
507,MTG1,0.23424707,-0.14984594,-0.38409302,5.245016478644509e-05
508,METTL9,0.05077689,-0.3332326,-0.3840095,3.0025609884385353e-05
509,ACIN1,-0.12613447,-0.5099485,-0.38381404,6.259168735189096e-05
510,TAF4,0.06679476,-0.31681803,-0.38361278,1.4053851049198364e-05
511,THOC7,-0.022701623,-0.40583673,-0.3831351,1.865178986891201e-05
512,CDC5L,-0.085240334,-0.46822438,-0.38298404,0.00011603507921633238
513,NIBAN2,0.10206066,-0.28029433,-0.38235497,0.00018843270013386992
514,GATA6,0.035496935,-0.34681773,-0.38231468,2.536768308391463e-05
515,NDUFS8,0.011217368,-0.37079808,-0.38201544,4.8037683026367825e-06
516,CSNK1E,-0.0255256,-0.40621948,-0.38069388,2.9160161123847112e-05
517,TWNK,0.046969164,-0.33356318,-0.38053235,0.00014970171410740645
518,ARMCX2,-0.012079155,-0.3925039,-0.38042474,2.2302237232262847e-05
519,SCGN,0.05069547,-0.32965353,-0.380349,2.6524382613678362e-05
520,NUP107,0.0017976138,-0.3782338,-0.3800314,3.147811734862815e-05
521,GLT8D1,0.0043644537,-0.37529376,-0.37965822,1.2698629361915774e-05
522,FREM3,0.07541147,-0.30417934,-0.3795908,3.683190238826648e-05
523,INTS7,0.02910147,-0.3504826,-0.37958407,3.118829729068631e-05
524,DPYSL5,-0.00649107,-0.38594657,-0.3794555,2.436266841449473e-05
525,RAB35,0.00256584,-0.37663078,-0.3791966,2.4859393578391232e-05
526,FIP1L1,-0.054648127,-0.43375137,-0.37910324,6.35780862730908e-05
527,PRDX2,-0.09291573,-0.47180828,-0.37889254,2.118186276959832e-05
528,CNRIP1,-0.025515806,-0.40434027,-0.37882447,5.379143520970508e-06
529,POLR3A,-0.017042879,-0.3955075,-0.37846464,2.313434149440564e-05
530,DHX15,-0.094353,-0.47278902,-0.37843603,5.6568060814211236e-05
531,RNF169,-0.079320714,-0.4571025,-0.3777818,4.6512276591612716e-05
532,HPDL,-0.009174131,-0.38690317,-0.37772903,5.057109622356782e-06
533,CENPB,0.016051456,-0.3613984,-0.37744987,7.5633273802538175e-06
534,PHIP,-0.041346885,-0.4180029,-0.37665603,1.0656833967246558e-05
535,VAMP5,0.03532398,-0.3412679,-0.3765919,1.0653415962596523e-05
536,MPP5,0.11143796,-0.26504886,-0.37648684,1.0436222645464377e-05
537,FXYD3,0.10353521,-0.27284876,-0.37638396,4.8326420507304295e-05
538,FARP2,-0.0073867403,-0.38318774,-0.375801,3.516489949146754e-05
539,SNRNP27,-0.043383624,-0.41907302,-0.3756894,0.00011167053197930587
540,MAEA,0.17879757,-0.19637427,-0.37517184,2.6258112091591903e-05
541,CHAF1A,-0.089859545,-0.46496764,-0.3751081,1.6744928738918173e-05
542,AKR1E2,-0.03948971,-0.4144955,-0.37500578,6.44846441281283e-05
543,USP39,0.045016862,-0.3299264,-0.37494326,8.900828544607921e-05
544,PDHX,0.00041639004,-0.37449765,-0.37491405,1.8330453087123486e-05
545,DNAJC10,0.08729023,-0.28755867,-0.3748489,2.9072329307855863e-06
546,TTC22,-0.0141630955,-0.3885409,-0.3743778,8.456170510014875e-06
547,SDR39U1,-0.02040188,-0.39476883,-0.37436694,0.00013053111297878442
548,CBX5,-0.1272385,-0.5015881,-0.3743496,2.422398957504232e-05
549,WAPL,0.003152027,-0.3711392,-0.3742912,6.476972464005323e-06
550,SNRNP70,-0.015078328,-0.38932654,-0.3742482,3.120458222463877e-05
551,CUX1,-0.008075505,-0.38230845,-0.37423295,5.91009556698391e-05
552,BAG5,0.04793118,-0.3262284,-0.37415957,8.074117864982739e-06
553,SPNS1,0.043920815,-0.33012486,-0.37404567,3.01088984639078e-05
554,ZFC3H1,0.07306657,-0.30035126,-0.37341782,4.8844953897193475e-05
555,CISD1,-0.050765734,-0.42411476,-0.37334904,3.817096877375968e-05
556,H3-2,-0.075108916,-0.44839203,-0.37328312,4.613646543083317e-05
557,PWP2,-0.0046539176,-0.37788016,-0.37322623,1.5370985744784163e-05
558,NUMA1,0.035928924,-0.33706713,-0.37299606,1.7404157085875444e-05
559,TRRAP,0.008222273,-0.36428368,-0.37250596,2.6789457556110212e-05
560,DDB1,-0.046347357,-0.41871586,-0.3723685,5.14593292048797e-05
561,EPB41,-0.038064297,-0.41032392,-0.37225962,2.4071087804734617e-05
562,RAC3,0.032500606,-0.33973026,-0.37223086,2.1132928028021482e-05
563,CACNA2D2,0.01908922,-0.35270077,-0.37179,3.1586029188502e-05
564,RNASEH2C,-0.045794714,-0.41702026,-0.37122554,0.00010682980185514935
565,ARL6IP4,-0.09688531,-0.4670867,-0.3702014,0.0002031456527358855
566,UHRF2,-0.061875816,-0.43153325,-0.36965743,4.4374660929327786e-05
567,ARMCX1,-0.017113946,-0.38669577,-0.36958182,3.1744683543439054e-05
568,SURF1,0.15525311,-0.21424821,-0.36950132,3.325939180136564e-05
569,KHK,-0.11982427,-0.48894075,-0.3691165,0.00015506537356700748
570,FCHSD2,0.039794557,-0.32831436,-0.36810893,3.0798845091311694e-05
571,TRPV2,0.075916044,-0.2921762,-0.36809224,3.20554536880764e-05
572,AKAP8,-0.0035810322,-0.3714445,-0.36786348,7.997707264795361e-05
573,NUDT21,0.0016314783,-0.36615884,-0.3677903,6.165543429497501e-05
574,RCC2,-0.13050358,-0.49829075,-0.36778718,3.285574174511635e-05
575,CDH26,0.07325334,-0.29435563,-0.36760896,5.935167072183179e-05
576,DNAH8,0.12836406,-0.23907381,-0.36743787,6.634220262434651e-05
577,SCRIB,0.07461541,-0.29247287,-0.3670883,2.0526361313939193e-05
578,RING1,-0.10219661,-0.46927217,-0.36707556,6.015285701252461e-05
579,PDCD4,-0.04594893,-0.4127656,-0.36681667,3.214621332330523e-05
580,MROH6,-0.041980177,-0.408781,-0.3668008,1.1165156307718953e-05
581,IGFBP2,0.013611876,-0.35218042,-0.3657923,9.615715497659163e-05
582,PPP1CC,-0.10191234,-0.46751842,-0.36560607,0.00010783221227461414
583,MPG,0.057149787,-0.30832767,-0.36547747,3.4758118665420345e-06
584,SESN2,0.031008279,-0.33427882,-0.3652871,5.9907264027307424e-05
585,QTRT1,-0.014316794,-0.37952128,-0.36520448,5.8579820892259396e-05
586,MINPP1,0.01694543,-0.34804016,-0.3649856,3.7122846047457415e-05
587,ANKRD54,0.043748386,-0.32122558,-0.36497396,9.658664119456298e-05
588,HK1,0.06614254,-0.29858696,-0.3647295,3.716839375088592e-05
589,TRIM29,0.018973377,-0.3455588,-0.36453217,5.846814898695159e-05
590,CKB,0.011944952,-0.35246068,-0.36440563,3.0046598020862536e-05
591,BDH1,-0.022091841,-0.38632402,-0.36423218,0.00018491425733119368
592,ITGAL,-0.090814434,-0.45448086,-0.36366642,2.3520813319865847e-05
593,RAB14,0.07308963,-0.2893713,-0.36246094,0.0001991946598920012
594,IRGQ,0.004887654,-0.35751826,-0.3624059,5.9206108332494934e-05
595,CLCN6,0.0059026717,-0.35643527,-0.36233795,3.9707248653793334e-05
596,BCLAF1,-0.059296302,-0.42150435,-0.36220804,0.00010250261361710446
597,ATP2B2,0.06517987,-0.29702237,-0.36220223,0.00024160415519089686
598,EED,0.01036052,-0.35164514,-0.36200565,6.621748113976917e-05
599,PTPMT1,0.08607262,-0.27565154,-0.36172417,3.741680081704802e-05
600,GNL3,-0.04569517,-0.4069633,-0.3612681,3.9725097300643986e-05
601,CCDC88C,-0.10180005,-0.46306005,-0.36126,1.0576543082804054e-05
602,CENPP,-0.089902796,-0.45090884,-0.36100605,1.2118833923708779e-05
603,NOL4L,-0.027054457,-0.38800538,-0.36095092,3.299569582456528e-05
604,DPM1,0.009848198,-0.350794,-0.3606422,7.855909558844083e-05
605,AGO2,-0.040718157,-0.40043262,-0.35971445,1.966199593543421e-05
606,CYB5R3,0.11658103,-0.24291946,-0.3595005,0.0001133310394273344
607,RAE1,-0.019504786,-0.3788335,-0.35932872,3.233098262661665e-05
608,CSRP2,0.08085086,-0.2783607,-0.35921156,2.299507158390855e-05
609,DHX8,0.056506168,-0.3026997,-0.35920587,2.1584336920576628e-05
610,LLGL2,0.106194995,-0.25281686,-0.35901186,0.0002780356292337176
611,HBB,0.12366257,-0.23502573,-0.3586883,8.506396156841049e-05
612,CHAF1B,-0.16989118,-0.528555,-0.3586638,0.00030022324467424063
613,EPB41L3,0.0012438451,-0.3572462,-0.35849005,6.932639803155565e-05
614,REPS1,0.054717377,-0.3037603,-0.35847765,6.795941668552063e-05
615,NRM,-0.021828275,-0.38025543,-0.35842717,1.3769310377274993e-05
616,CEACAM5,0.073142506,-0.28524554,-0.35838804,0.00013833984167793033
617,CCDC51,-0.054542147,-0.41225857,-0.3577164,5.825834788063172e-05
618,OSGEPL1,0.015893891,-0.34176028,-0.35765415,3.989619799084514e-05
619,VPS72,-0.008450792,-0.36590666,-0.35745585,6.80240088492368e-05
620,HID1,0.08460358,-0.2727281,-0.35733166,0.0004118400881925463
621,TFB1M,0.15339135,-0.20370369,-0.35709503,4.5326316659435855e-05
622,GTPBP6,0.09775607,-0.2588591,-0.3566152,5.5833762082697714e-05
623,AKR1D1,0.10895311,-0.24764693,-0.35660005,0.00020226142531354536
624,DLST,0.06436619,-0.29205108,-0.35641727,0.0001338247107852982
625,MGA,-0.043977223,-0.40034026,-0.35636303,3.53375831012907e-05
626,FCHO2,0.13168763,-0.2246514,-0.35633904,0.00017617512918914944
627,HNRNPL,-0.09988414,-0.45620272,-0.3563186,0.00015669319956921308
628,PITPNA,-0.018390594,-0.3746546,-0.356264,3.3324143473807116e-05
629,PIKFYVE,0.09940002,-0.25674105,-0.35614106,0.0001037601728912731
630,GATAD2B,-0.11054835,-0.46605453,-0.35550618,5.0056713233141916e-05
631,ARMCX3,0.0750648,-0.27999407,-0.35505888,0.00016106501389602106
632,ROBO1,0.06325855,-0.2914289,-0.35468745,0.0002206209392047487
633,MYLPF,0.027825927,-0.32666925,-0.35449517,2.216282228007993e-05
634,PPP1R12A,0.10634165,-0.2479881,-0.35432976,0.00015210280748084758
635,DOCK5,0.12985803,-0.22436807,-0.3542261,0.0001977318193363692
636,NOTCH3,-0.0025824762,-0.3566607,-0.3540782,5.88644349195498e-05
637,PRKAR2B,-0.031231044,-0.3851255,-0.35389444,3.448886094410221e-05
638,S100A8,0.1669968,-0.18682514,-0.35382193,0.0004421261474416028
639,FANCA,0.12622042,-0.22744693,-0.35366735,5.442225659308288e-05
640,RBM42,-0.09684129,-0.45049584,-0.35365456,0.00011528745131020094
641,KRT10,0.08285808,-0.27059478,-0.35345286,2.221817764780676e-05
642,PLCD3,0.10188903,-0.25124833,-0.35313737,5.520214841758401e-05
643,GTF2E2,-0.023098499,-0.37600818,-0.35290968,0.00013494503127740097
644,RABL6,-0.0047961855,-0.35740852,-0.35261235,8.346380893840965e-05
645,NDC1,-0.047770634,-0.4002872,-0.3525166,4.788252976929779e-05
646,ASH2L,0.030321445,-0.3221083,-0.35242975,1.866109387191455e-05
647,XYLT1,0.04022152,-0.31213483,-0.35235634,3.7469665838779935e-05
648,FASTKD1,-0.06944583,-0.42172775,-0.35228193,4.200383048541504e-06
649,LEMD2,0.0910517,-0.2602013,-0.351253,7.793539455689802e-05
650,CENPV,0.0005904573,-0.3506511,-0.35124153,6.951363863569645e-05
651,STAU2,-0.0009312008,-0.3520031,-0.3510719,4.016979552786172e-05
652,PIGO,0.1573949,-0.19310826,-0.35050315,3.699093373407508e-05
653,IDI1,0.027896836,-0.32252806,-0.3504249,5.2027519710495215e-05
654,TEX264,-0.019991985,-0.370367,-0.350375,0.00011319409208310732
655,MAD1L1,-0.09196282,-0.44187072,-0.3499079,0.0001328494751329319
656,ACSL1,0.020818122,-0.32907978,-0.3498979,0.0002823524389133699
657,TINAGL1,-0.04969073,-0.3992408,-0.34955007,6.0963044855587756e-05
658,ARID1A,-0.024334894,-0.37346795,-0.34913304,5.365099998167573e-05
659,PFKM,-0.004821722,-0.35371578,-0.34889406,0.0001211811990742774
660,COL4A2,0.10971897,-0.23906526,-0.34878424,0.00015181384712753887
661,AKAP17A,-0.009663083,-0.35821316,-0.34855008,0.00010163896012861143
662,OR8B8,0.05552701,-0.29294345,-0.34847045,0.00010133944446934803
663,ZNF740,-0.106787264,-0.4550366,-0.34824935,2.085091818654022e-06
664,MAPRE2,-0.050935555,-0.39896798,-0.34803241,5.6341683487662126e-05
